童卫路7号  | 2室1厅 | 66.5平米 | 南 北 | 其他 | 无电梯,中楼层(共7层)1998年建板塔结合  -  月牙湖,230万单价34587元/平米,https://nj.lianjia.com/xiaoqu/1411046470894/
天地新城天玑座  | 2室2厅 | 84.31平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2006年建板塔结合  -  岔路口,230万单价27281元/平米,https://nj.lianjia.com/xiaoqu/1412024341607231/
新河一村  | 2室1厅 | 56.41平米 | 南 | 其他 | 无电梯,中楼层(共5层)1989年建板楼  -  定淮门大街,380万单价67364元/平米,https://nj.lianjia.com/xiaoqu/1411041537407/
明发城市广场  | 2室1厅 | 85.41平米 | 南 | 其他 | 有电梯,低楼层(共11层)2010年建板楼  -  顶山街道,238万单价27866元/平米,https://nj.lianjia.com/xiaoqu/2511053200629/
龙福花园  | 2室1厅 | 80.58平米 | 南 北 | 精装 | 无电梯,低楼层(共7层)1998年建板楼  -  能仁里,240万单价29785元/平米,https://nj.lianjia.com/xiaoqu/1411099811759/
明月港湾星河湾  | 2室2厅 | 88.6平米 | 南 北 | 其他 | 无电梯,高楼层(共6层)2005年建板楼  -  岔路口,234万单价26411元/平米,https://nj.lianjia.com/xiaoqu/1420023314831999/
大华锦绣华城榴美颂  | 2室2厅 | 88.17平米 | 南 北 | 精装 | 有电梯,中楼层(共11层)2008年建板楼  -  桥北,212万单价24045元/平米,https://nj.lianjia.com/xiaoqu/2511052761134/
莺虹苑  | 3室1厅 | 80.22平米 | 东 | 精装 | 无电梯,中楼层(共6层)1993年建板楼  -  秦虹,198万单价24683元/平米,https://nj.lianjia.com/xiaoqu/1411046812237/
东景花园  | 3室1厅 | 96.21平米 | 南 北 | 精装 | 有电梯,中楼层(共9层)2007年建板楼  -  马群,310万单价32222元/平米,https://nj.lianjia.com/xiaoqu/1411047144710/
尚文西苑  | 3室2厅 | 165.21平米 | 南 北 | 精装,高楼层(共6层)板楼  -  南苑,376万单价22759元/平米,https://nj.lianjia.com/xiaoqu/1411000000609/
阳光帝景  | 3室1厅 | 125.78平米 | 南 北 | 毛坯 | 有电梯,低楼层(共18层)2014年建板楼  -  顶山街道,286万单价22739元/平米,https://nj.lianjia.com/xiaoqu/1411063998239/
花开园  | 2室1厅 | 54.73平米 | 南 北 | 精装 | 无电梯,中楼层(共6层)2001年建板楼  -  龙江,220万单价40198元/平米,https://nj.lianjia.com/xiaoqu/1411000000264/
江南青年城绯云苑  | 3室2厅 | 126.11平米 | 南 北 | 毛坯 | 无电梯,中楼层(共5层)2005年建板楼  -  将军大道,239万单价18952元/平米,https://nj.lianjia.com/xiaoqu/1411049845526/
象房新村  | 3室1厅 | 76.28平米 | 南 北 | 简装 | 无电梯,高楼层(共6层)1992年建板塔结合  -  光华路,195万单价25564元/平米,https://nj.lianjia.com/xiaoqu/2511052189826/
威尼斯水城第二街区  | 3室2厅 | 117平米 | 南 北 | 简装 | 有电梯,中楼层(共11层)2011年建板楼  -  桥北,255万单价21795元/平米,https://nj.lianjia.com/xiaoqu/2511053308185/
紫金西区中央  | 2室1厅 | 91.46平米 | 南 北 | 精装 | 有电梯,低楼层(共20层)2006年建板楼  -  奥体,330万单价36082元/平米,https://nj.lianjia.com/xiaoqu/1411000000884/
户部街  | 2室1厅 | 61平米 | 南 | 毛坯 | 无电梯,中楼层(共5层)1980年建板楼  -  新街口,242万单价39673元/平米,https://nj.lianjia.com/xiaoqu/1411041969110/
万达紫金明珠  | 3室2厅 | 123.26平米 | 南 北 | 精装 | 有电梯,低楼层(共9层)2005年建板楼  -  月牙湖,361万单价29288元/平米,https://nj.lianjia.com/xiaoqu/1411046463725/
时光澔韵  | 3室2厅 | 115.11平米 | 南 北 | 其他 | 有电梯,中楼层(共11层)2007年建板楼  -  小行,385万单价33447元/平米,https://nj.lianjia.com/xiaoqu/1411042942570/
武夷绿洲观竹苑  | 2室1厅 | 83.91平米 | 南 北 | 精装 | 有电梯,中楼层(共16层)2007年建塔楼  -  科学园,243万单价28960元/平米,https://nj.lianjia.com/xiaoqu/2511051341161/
和府奥园  | 2室1厅 | 75.25平米 | 南 | 精装 | 有电梯,中楼层(共16层)2011年建板楼  -  奥体,370万单价49170元/平米,https://nj.lianjia.com/xiaoqu/1411000000235/
百家湖西花园巴黎城  | 3室2厅 | 108.73平米 | 南 北 | 其他 | 无电梯,低楼层(共7层)2005年建板楼  -  百家湖,310万单价28511元/平米,https://nj.lianjia.com/xiaoqu/1411049712967/
长江之家  | 2室2厅 | 108平米 | 南 西 | 其他 | 有电梯,高楼层(共24层)2007年建板楼  -  龙江,570万单价52778元/平米,https://nj.lianjia.com/xiaoqu/1411000000074/
蓝旗新村  | 2室1厅 | 58.06平米 | 南 北 | 简装 | 无电梯,低楼层(共6层)1985年建板楼  -  大光路,180万单价31003元/平米,https://nj.lianjia.com/xiaoqu/1411044601539/
宏图上福园北园  | 2室2厅 | 87.37平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)2007年建板楼  -  长乐路,418万单价47843元/平米,https://nj.lianjia.com/xiaoqu/1411044730977/
天坛新村  | 2室1厅 | 65.28平米 | 南 北 | 其他 | 有电梯,高楼层(共7层)1990年建板塔结合  -  月牙湖,170万单价26042元/平米,https://nj.lianjia.com/xiaoqu/1411045946291/
弘阳旭日上城一区  | 3室2厅 | 121.47平米 | 南 | 精装 | 有电梯,中楼层(共11层)2007年建塔楼  -  桥北,310万单价25521元/平米,https://nj.lianjia.com/xiaoqu/2511053234687/
康怡花园  | 2室1厅 | 74.18平米 | 南 | 简装 | 无电梯,高楼层(共7层)1997年建板楼  -  江东,240万单价32354元/平米,https://nj.lianjia.com/xiaoqu/1411000000418/
托乐嘉睦邻居  | 3室2厅 | 129.21平米 | 南 西 北 | 精装 | 有电梯,中楼层(共11层)2003年建板楼  -  将军大道,400万单价30958元/平米,https://nj.lianjia.com/xiaoqu/1411049360205/
花园路15号  | 2室2厅 | 82.32平米 | 南 北 | 其他 | 无电梯,高楼层(共7层)1997年建板塔结合  -  锁金村,215万单价26118元/平米,https://nj.lianjia.com/xiaoqu/1411061347254/
花雨南庭  | 3室2厅 | 87.27平米 | 南 北 | 其他 | 无电梯,高楼层(共6层)2009年建板楼  -  洪家园,360万单价41252元/平米,https://nj.lianjia.com/xiaoqu/1411046918154/
白云园南片  | 3室1厅 | 99.17平米 | 南 北 | 精装 | 无电梯,高楼层(共7层)1998年建板楼  -  龙江,390万单价39327元/平米,https://nj.lianjia.com/xiaoqu/1411046915335/
瑞金路二号四号小区  | 2室1厅 | 55.04平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)1998年建板楼  -  瑞金路,205万单价37246元/平米,https://nj.lianjia.com/xiaoqu/1411044648918/
安如村  | 2室1厅 | 62.05平米 | 西 | 毛坯 | 无电梯,中楼层(共7层)1997年建板楼  -  南苑,165万单价26592元/平米,https://nj.lianjia.com/xiaoqu/1411000000010/
霞光里小区  | 2室2厅 | 65.3平米 | 南 北 | 毛坯 | 无电梯,高楼层(共6层)2001年建板楼  -  洪家园,206万单价31547元/平米,https://nj.lianjia.com/xiaoqu/1411047761574/
钟山山庄  | 2室1厅 | 58.45平米 | 东南 北 | 精装 | 有电梯,高楼层(共6层)1996年建板塔结合  -  樱驼花园,165万单价28230元/平米,https://nj.lianjia.com/xiaoqu/1411046917958/
佛心桥  | 2室2厅 | 64.9平米 | 南 | 简装 | 无电梯,高楼层(共6层)1991年建板楼  -  后宰门,185万单价28506元/平米,https://nj.lianjia.com/xiaoqu/1411000000187/
威尼斯水城第七街区  | 2室1厅 | 90.86平米 | 南 | 精装 | 有电梯,中楼层(共11层)2010年建板楼  -  桥北,235万单价25864元/平米,https://nj.lianjia.com/xiaoqu/2511052766440/
馨怡园  | 2室2厅 | 92.97平米 | 南 北 | 精装 | 有电梯,中楼层(共17层)2007年建塔楼  -  迈皋桥,280万单价30118元/平米,https://nj.lianjia.com/xiaoqu/1411046918157/
东郊小镇第四街区  | 3室1厅 | 48.53平米 | 西南 | 精装 | 无电梯,中楼层(共7层)2009年建板楼  -  麒麟镇,135万单价27818元/平米,https://nj.lianjia.com/xiaoqu/2511053030010/
左岸名苑月桂阁  | 3室1厅 | 136.68平米 | 南 北 | 精装 | 有电梯,高楼层(共18层)2008年建板楼  -  将军大道,390万单价28534元/平米,https://nj.lianjia.com/xiaoqu/1411050088462/
欧洲城凯旋丽都花园  | 3室2厅 | 140.19平米 | 南 | 精装 | 有电梯,低楼层(共18层)2005年建板楼  -  兴隆大街,546万单价38948元/平米,https://nj.lianjia.com/xiaoqu/1411000000415/
营苑东村  | 2室1厅 | 65.38平米 | 南 | 精装 | 无电梯,高楼层(共7层)2000年建板楼  -  迈皋桥,158万单价24167元/平米,https://nj.lianjia.com/xiaoqu/2511053059175/
钓鱼巷小区  | 1室1厅 | 38.06平米 | 南 北 | 其他 | 有电梯,低楼层(共7层)1988年建板楼  -  建康路,122万单价32055元/平米,https://nj.lianjia.com/xiaoqu/1411043490002/
阳光雅居  | 3室2厅 | 128.29平米 | 南 | 简装 | 无电梯,高楼层(共6层)2003年建板塔结合  -  万寿,310万单价24165元/平米,https://nj.lianjia.com/xiaoqu/1411099692378/
后半山园4号  | 2室1厅 | 54.77平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)1990年建板楼  -  后宰门,140万单价25562元/平米,https://nj.lianjia.com/xiaoqu/1411056455103/
樱铁村小区  | 2室1厅 | 51.81平米 | 南 北 | 精装 | 无电梯,高楼层(共6层)1992年建板楼  -  樱驼花园,135万单价26057元/平米,https://nj.lianjia.com/xiaoqu/1411046917364/
锦绣花园丹桂园  | 4室2厅 | 153.05平米 | 南 | 精装 | 无电梯,中楼层(共6层)2002年建板楼  -  麒麟镇,310万单价20255元/平米,https://nj.lianjia.com/xiaoqu/2511052316928/
江岸水城  | 2室2厅 | 101.01平米 | 南 北 | 精装 | 有电梯,低楼层(共11层)2007年建板楼  -  桥北,200万单价19801元/平米,https://nj.lianjia.com/xiaoqu/2511053237258/
天润城第六街区  | 2室2厅 | 93.24平米 | 南 北 | 简装 | 无电梯,高楼层(共6层)2006年建板楼  -  桥北,185万单价19842元/平米,https://nj.lianjia.com/xiaoqu/1420024863247415/
天安恒隆花园  | 1室1厅 | 50.37平米 | 南 | 精装 | 有电梯,低楼层(共17层)2007年建板楼  -  升州路,168万单价33354元/平米,https://nj.lianjia.com/xiaoqu/1411041590132/
天华硅谷  | 2室2厅 | 90.01平米 | 南 北 | 精装 | 有电梯,低楼层(共9层)2012年建板楼  -  泰山街道,200万单价22220元/平米,https://nj.lianjia.com/xiaoqu/2511052835655/
江南文枢苑云泊居  | 4室2厅 | 203.62平米 | 南 北 | 精装 | 无电梯,低楼层(共3层)2002年建板楼  -  将军大道,480万单价23574元/平米,https://nj.lianjia.com/xiaoqu/1411052988110/
涟城  | 4室2厅 | 177.43平米 | 南 | 精装,中楼层(共33层)2015年建板塔结合  -  应天西路,740万单价41707元/平米,https://nj.lianjia.com/xiaoqu/1411062697330/
锁金三村  | 3室1厅 | 68.8平米 | 南 | 简装 | 无电梯,高楼层(共6层)1984年建板塔结合  -  锁金村,200万单价29070元/平米,https://nj.lianjia.com/xiaoqu/1411046917373/
威尼斯水城第七街区  | 2室2厅 | 119.27平米 | 南 | 精装 | 有电梯,低楼层(共21层)2007年建板楼  -  桥北,285万单价23896元/平米,https://nj.lianjia.com/xiaoqu/2511052766440/
地和苑  | 1室1厅 | 59.66平米 | 南 | 精装 | 有电梯,中楼层(共15层)2007年建板楼  -  桥北,135万单价22629元/平米,https://nj.lianjia.com/xiaoqu/2511052791378/
集庆路  | 2室1厅 | 51.67平米 | 南 北 | 精装 | 无电梯,中楼层(共7层)1993年建板楼  -  来凤里,160万单价30966元/平米,https://nj.lianjia.com/xiaoqu/1411041855191/
狗耳巷小区  | 2室1厅 | 63.11平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)1985年建板楼  -  三牌楼,240万单价38029元/平米,https://nj.lianjia.com/xiaoqu/1411042744674/
华汇康城  | 4室2厅 | 141.66平米 | 南 北 | 精装 | 有电梯,高楼层(共9层)2009年建板塔结合  -  麒麟镇,310万单价21884元/平米,https://nj.lianjia.com/xiaoqu/2511052540312/
大光里小区  | 2室1厅 | 59.41平米 | 南 北 | 精装 | 有电梯,低楼层(共7层)1993年建板塔结合  -  大光路,210万单价35348元/平米,https://nj.lianjia.com/xiaoqu/1411043488912/
绣花巷8号  | 2室1厅 | 52.92平米 | 南 | 简装 | 有电梯,高楼层(共7层)1990年建板楼  -  常府街,150万单价28345元/平米,https://nj.lianjia.com/xiaoqu/1411000000741/
华富园  | 3室1厅 | 93.35平米 | 东 | 简装,中楼层(共8层)1998年建板楼  -  三牌楼,312万单价33423元/平米,https://nj.lianjia.com/xiaoqu/2511052520708/
钟山山庄  | 2室1厅 | 58.45平米 | 东南 北 | 精装 | 有电梯,高楼层(共6层)1996年建板塔结合  -  樱驼花园,165万单价28230元/平米,https://nj.lianjia.com/xiaoqu/1411046917958/
花雨南庭  | 3室2厅 | 87.27平米 | 南 北 | 其他 | 无电梯,高楼层(共6层)2009年建板楼  -  洪家园,360万单价41252元/平米,https://nj.lianjia.com/xiaoqu/1411046918154/
白云园南片  | 3室1厅 | 99.17平米 | 南 北 | 精装 | 无电梯,高楼层(共7层)1998年建板楼  -  龙江,390万单价39327元/平米,https://nj.lianjia.com/xiaoqu/1411046915335/
瑞金路二号四号小区  | 2室1厅 | 55.04平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)1998年建板楼  -  瑞金路,205万单价37246元/平米,https://nj.lianjia.com/xiaoqu/1411044648918/
安如村  | 2室1厅 | 62.05平米 | 西 | 毛坯 | 无电梯,中楼层(共7层)1997年建板楼  -  南苑,165万单价26592元/平米,https://nj.lianjia.com/xiaoqu/1411000000010/
霞光里小区  | 2室2厅 | 65.3平米 | 南 北 | 毛坯 | 无电梯,高楼层(共6层)2001年建板楼  -  洪家园,206万单价31547元/平米,https://nj.lianjia.com/xiaoqu/1411047761574/
南方花园瑞阳居  | 2室1厅 | 46.26平米 | 东 | 其他 | 有电梯,中楼层(共10层)2009年建塔楼  -  岔路口,158万单价34155元/平米,https://nj.lianjia.com/xiaoqu/146669451670311/
高尔夫国际花园  | 2室1厅 | 59.87平米 | 北 | 其他 | 有电梯,中楼层(共11层)2014年建板塔结合  -  百家湖,160万单价26725元/平米,https://nj.lianjia.com/xiaoqu/1411041480668/
洪庙巷  | 2室1厅 | 57.66平米 | 南 北 | 简装 | 无电梯,低楼层(共6层)1995年建板楼  -  福建路,153万单价26535元/平米,https://nj.lianjia.com/xiaoqu/1411042944587/
碧水湾花园  | 4室3厅 | 108.71平米 | 南 北 | 其他 | 无电梯,高楼层(共6层)2002年建板楼  -  岔路口,275万单价25297元/平米,https://nj.lianjia.com/xiaoqu/1411064148219/
城开家园  | 3室1厅 | 72.79平米 | 南 北 | 精装 | 有电梯,高楼层(共11层)2004年建板塔结合  -  月牙湖,380万单价52205元/平米,https://nj.lianjia.com/xiaoqu/1411046467998/
天润城第十三街区  | 3室2厅 | 88.05平米 | 南 北 | 简装 | 无电梯,中楼层(共6层)2009年建板楼  -  桥北,204万单价23169元/平米,https://nj.lianjia.com/xiaoqu/1411099793762/
海德卫城  | 3室2厅 | 129.5平米 | 南 北 | 其他 | 有电梯,高楼层(共28层)2006年建板塔结合  -  草场门大街,528万单价40773元/平米,https://nj.lianjia.com/xiaoqu/1411000000234/
瀛洲湾  | 3室2厅 | 146.97平米 | 南 北 | 其他 | 无电梯,中楼层(共6层)2005年建板塔结合  -  岔路口,305万单价20753元/平米,https://nj.lianjia.com/xiaoqu/1411099411851/
晔园  | 2室1厅 | 64.28平米 | 南 北 | 简装 | 有电梯,低楼层(共7层)1998年建板楼  -  南苑,190万单价29559元/平米,https://nj.lianjia.com/xiaoqu/1411000000516/
东郊小镇第四街区  | 2室1厅 | 49.63平米 | 东南 | 精装,中楼层(共7层)2009年建板楼  -  麒麟镇,130万单价26194元/平米,https://nj.lianjia.com/xiaoqu/2511053030010/
东渡国际青年城  | 2室2厅 | 77.73平米 | 南 | 精装 | 有电梯,低楼层(共24层)2010年建板塔结合  -  东山镇,199.5万单价25666元/平米,https://nj.lianjia.com/xiaoqu/1411041414549/
玉兰里  | 2室1厅 | 52.66平米 | 东南 | 其他,中楼层(共6层)1990年建板楼  -  水西门,150万单价28485元/平米,https://nj.lianjia.com/xiaoqu/1411000000840/
天正滨江花园  | 4室2厅 | 260.9平米 | 南 北 | 毛坯 | 有电梯,中楼层(共18层)2012年建板楼  -  奥体,1220万单价46762元/平米,https://nj.lianjia.com/xiaoqu/1411041198130/
旭日爱上城一区  | 2室2厅 | 89.3平米 | 南 北 | 精装 | 有电梯,中楼层(共18层)2009年建板楼  -  桥北,230万单价25756元/平米,https://nj.lianjia.com/xiaoqu/2511052839530/
万达紫金明珠  | 1室0厅 | 30.19平米 | 东 | 精装 | 有电梯,高楼层(共10层)2006年建板楼  -  月牙湖,84万单价27824元/平米,https://nj.lianjia.com/xiaoqu/1411046463725/
美景雅苑  | 2室2厅 | 92.44平米 | 南 北 | 精装 | 无电梯,低楼层(共6层)2005年建板楼  -  五塘广场,278万单价30074元/平米,https://nj.lianjia.com/xiaoqu/2511054000622/
时光澔韵  | 3室1厅 | 91.16平米 | 南 | 精装 | 有电梯,低楼层(共18层)2010年建板楼  -  小行,310万单价34007元/平米,https://nj.lianjia.com/xiaoqu/1411042942570/
天正滨江花园  | 4室2厅 | 237.5平米 | 东 西 | 毛坯 | 有电梯,低楼层(共18层)2012年建板楼  -  奥体,880万单价37053元/平米,https://nj.lianjia.com/xiaoqu/1411041198130/
天正滨江花园  | 4室2厅 | 260.9平米 | 南 北 | 毛坯 | 有电梯,中楼层(共18层)2012年建板楼  -  奥体,1220万单价46762元/平米,https://nj.lianjia.com/xiaoqu/1411041198130/
玻纤院  | 3室1厅 | 77.68平米 | 南 | 简装,高楼层(共6层)2010年建板楼  -  能仁里,185万单价23816元/平米,https://nj.lianjia.com/xiaoqu/1411844002001598/
阳光雅居  | 3室2厅 | 136.13平米 | 南 北 | 精装 | 无电梯,中楼层(共6层)2003年建板塔结合  -  万寿,360万单价26446元/平米,https://nj.lianjia.com/xiaoqu/1411099692378/
百水芊城春水坊  | 3室1厅 | 105.65平米 | 南 | 精装 | 无电梯,中楼层(共6层)2007年建板楼  -  马群,232万单价21960元/平米,https://nj.lianjia.com/xiaoqu/1411046917301/
新理想佳园  | 3室2厅 | 135.3平米 | 南 北 | 精装 | 有电梯,低楼层(共11层)2005年建板楼  -  江浦街道,280万单价20695元/平米,https://nj.lianjia.com/xiaoqu/2511053362151/
东郊小镇第四街区  | 3室2厅 | 99平米 | 南 北 | 精装 | 无电梯,低楼层(共6层)2009年建板楼  -  麒麟镇,220万单价22223元/平米,https://nj.lianjia.com/xiaoqu/2511053030010/
省电力公司宿舍  | 2室1厅 | 73.7平米 | 南 北 | 简装 | 有电梯,中楼层(共7层)1999年建板楼  -  迈皋桥,190万单价25781元/平米,https://nj.lianjia.com/xiaoqu/1411063705839/
明月新寓  | 3室2厅 | 103平米 | 南 | 精装 | 无电梯,高楼层(共6层)2002年建板塔结合  -  东山镇,250万单价24272元/平米,https://nj.lianjia.com/xiaoqu/2511051460345/
三金福邸  | 3室2厅 | 131.71平米 | 南 北 | 简装 | 无电梯,高楼层(共6层)2003年建板塔结合  -  月牙湖,345万单价26194元/平米,https://nj.lianjia.com/xiaoqu/1411046515848/
